ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PHONE
10212,45,53.33,5,2399.85,2019-01-16,1950,Shipped,Classic Cars,S24_1628,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10226,36,43.27,3,1557.72,2019-02-26,1910,Shipped,Classic Cars,S24_1628,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Small,7605558146
10241,21,40.25,10,845.25,2019-04-13,1865,Shipped,Classic Cars,S24_1628,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small,88.60.1555
10266,28,48.3,1,1352.4,2019-07-06,1782,Shipped,Classic Cars,S24_1628,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,0522-556555
10278,35,45.28,1,1584.8,2019-08-06,1752,Shipped,Classic Cars,S24_1628,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Small,7025551838
10288,50,52.32,13,2616.0,2019-09-01,1727,Shipped,Classic Cars,S24_1628,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,+65 224 1555
10301,22,51.32,3,1129.04,2018-10-05,2059,Shipped,Classic Cars,S24_1628,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small,+47 2212 1555
10311,45,49.3,8,2218.5,2019-10-16,1684,Shipped,Classic Cars,S24_1628,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10321,48,42.26,5,2028.48,2019-11-04,1666,Shipped,Classic Cars,S24_1628,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Small,5085552555
10332,20,87.96,5,1759.2,2019-11-17,1654,Shipped,Classic Cars,S24_1628,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555
10343,27,36.21,6,977.67,2019-11-24,1648,Shipped,Classic Cars,S24_1628,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Small,26.47.1555
10367,38,38.5,11,1463.0,2020-01-12,1600,Resolved,Classic Cars,S24_1628,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Small,6265557265
10379,32,124.08,3,3970.56,2020-02-10,1572,Shipped,Classic Cars,S24_1628,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10407,64,40.25,10,2576.0,2020-04-22,1501,On Hold,Classic Cars,S24_1628,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,4085553659
10420,37,60.37,13,2233.69,2020-05-29,1465,In Process,Classic Cars,S24_1628,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,+61 2 9495 8555
10106,28,88.63,4,2481.64,2018-02-17,2298,Shipped,Planes,S24_1785,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555
10120,39,119.27,10,4651.53,2018-04-29,2228,Shipped,Planes,S24_1785,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,03 9520 4555
10133,41,94.1,5,3858.1,2018-06-27,2170,Shipped,Planes,S24_1785,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10145,40,87.54,16,3501.6,2018-08-25,2112,Shipped,Planes,S24_1785,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium,6265557265
10168,49,131.3,11,6433.7,2018-10-28,2049,Shipped,Planes,S24_1785,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium,6505556809
10210,27,98.48,9,2658.96,2019-01-12,1974,Shipped,Planes,S24_1785,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Small,+81 06 6342 5555
10223,34,106.14,11,3608.76,2019-02-20,1936,Shipped,Planes,S24_1785,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,03 9520 4555
10235,23,96.29,5,2214.67,2019-04-02,1896,Shipped,Planes,S24_1785,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Small,(604) 555-4555
10250,31,88.63,6,2747.53,2019-05-11,1858,Shipped,Planes,S24_1785,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,4085553659
10262,34,97.38,1,3310.92,2019-06-24,1815,Cancelled,Planes,S24_1785,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10275,25,95.2,11,2380.0,2019-07-23,1787,Shipped,Planes,S24_1785,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,40.67.8555
10284,22,105.04,3,2310.88,2019-08-21,1759,Shipped,Planes,S24_1785,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small,+47 2212 1555
10297,32,126.93,6,4061.76,2019-09-16,1734,Shipped,Planes,S24_1785,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Medium,+353 1862 1555
10308,31,112.7,9,3493.7,2019-10-15,1706,Shipped,Planes,S24_1785,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Medium,9145554562
10316,25,114.89,1,2872.25,2019-11-01,1690,Shipped,Planes,S24_1785,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Small,(198) 555-8888
10328,47,87.54,14,4114.38,2019-11-12,1680,Shipped,Planes,S24_1785,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium,035-640555
10339,21,50.65,7,1063.65,2019-11-23,1670,Shipped,Planes,S24_1785,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,+81 3 3584 0555
10353,28,71.73,2,2008.44,2019-12-04,1660,Shipped,Planes,S24_1785,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Small,2035554407
10374,46,94.1,3,4328.6,2020-02-02,1601,Shipped,Planes,S24_1785,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Medium,61-7-3844-6555
10386,33,41.71,11,1376.43,2020-03-01,1574,Resolved,Planes,S24_1785,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10398,43,129.12,16,5552.16,2020-03-30,1546,Shipped,Planes,S24_1785,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,26.47.1555
10401,38,96.29,5,3659.02,2020-04-03,1543,On Hold,Planes,S24_1785,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown,William,Medium,2015559350
10416,47,88.63,6,4165.61,2020-05-10,1507,Shipped,Planes,S24_1785,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Medium,0522-556555
10101,45,31.2,3,1404.0,2018-01-09,2360,Shipped,Vintage Cars,S24_1937,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Small,+49 69 66 90 2555
10110,20,35.51,3,710.2,2018-03-18,2293,Shipped,Vintage Cars,S24_1937,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555
10124,45,37.84,2,1702.8,2018-05-21,2230,Shipped,Vintage Cars,S24_1937,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Small,7025551838
10149,36,33.19,7,1194.84,2018-09-12,2117,Shipped,Vintage Cars,S24_1937,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Small,4155554312
10173,31,31.53,9,977.43,2018-11-05,2064,Shipped,Vintage Cars,S24_1937,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555
10182,39,36.84,6,1436.76,2018-11-12,2058,Shipped,Vintage Cars,S24_1937,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450
10193,26,29.21,10,759.46,2018-11-21,2050,Shipped,Vintage Cars,S24_1937,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Small,61-9-3844-6555
10205,32,37.17,5,1189.44,2018-12-03,2039,Shipped,Vintage Cars,S24_1937,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10214,20,34.19,3,683.8,2019-01-26,1986,Shipped,Vintage Cars,S24_1937,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small,(91) 555 22 82
10227,42,29.21,6,1226.82,2019-03-02,1952,Shipped,Vintage Cars,S24_1937,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Small,78.32.5555
10243,33,29.54,1,974.82,2019-04-26,1898,Shipped,Vintage Cars,S24_1937,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Small,6175552555
10280,20,28.88,12,577.6,2019-08-17,1786,Shipped,Vintage Cars,S24_1937,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Small,011-4988555
10288,29,38.17,1,1106.93,2019-09-01,1772,Shipped,Vintage Cars,S24_1937,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,+65 224 1555
10304,23,30.2,16,694.6,2019-10-11,1733,Shipped,Vintage Cars,S24_1937,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Small,30.59.8555
