ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PHONE,MSRP
10176,22,64.0,6,1408.0,2018-11-06,2759,Shipped,Trains,S32_3207,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,0522-556555,62
10184,48,50.95,1,2445.6,2018-11-14,2752,Shipped,Trains,S32_3207,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Small,(95) 555 82 82,62
10195,33,54.68,1,1804.44,2018-11-25,2742,Shipped,Trains,S32_3207,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Small,9145554562,62
10207,45,56.55,2,2544.75,2018-12-09,2729,Shipped,Trains,S32_3207,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Small,6175552555,62
10220,20,52.82,6,1056.4,2019-02-12,2665,Shipped,Trains,S32_3207,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Small,+353 1862 1555,62
10230,46,60.9,4,2801.4,2019-03-15,2635,Shipped,Trains,S32_3207,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Small,+49 69 66 90 2555,62
10247,40,49.71,6,1988.4,2019-05-05,2585,Shipped,Trains,S32_3207,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,+358 9 8045 555,62
10272,45,64.63,6,2908.35,2019-07-20,2510,Shipped,Trains,S32_3207,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,2155551555,62
10282,36,59.65,9,2147.4,2019-08-20,2480,Shipped,Trains,S32_3207,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,62
10292,31,67.73,3,2099.63,2019-09-08,2462,Shipped,Trains,S32_3207,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,2125557818,62
10306,46,50.33,17,2315.18,2019-10-14,2427,Shipped,Trains,S32_3207,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555,62
10314,35,66.49,9,2327.15,2019-10-22,2420,Shipped,Trains,S32_3207,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Small,86 21 3555,62
10325,28,192.05,2,5377.4,2019-11-05,2407,Shipped,Trains,S32_3207,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium,07-98 9555,62
10336,31,84.71,9,2626.01,2019-11-20,2393,Shipped,Trains,S32_3207,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Small,(1) 42.34.2555,62
10350,27,163.2,14,4406.4,2019-12-02,2382,Shipped,Trains,S32_3207,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,62
10359,22,195.51,1,4301.22,2019-12-15,2370,Shipped,Trains,S32_3207,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,26.47.1555,62
10371,30,99.55,11,2986.5,2020-01-23,2332,Shipped,Trains,S32_3207,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,62
10383,44,36.07,8,1587.08,2020-02-22,2303,Shipped,Trains,S32_3207,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,62
10394,30,60.28,4,1808.4,2020-03-15,2282,Shipped,Trains,S32_3207,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,62
10413,24,49.71,6,1193.04,2020-05-05,2232,Shipped,Trains,S32_3207,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Small,2035552570,62
10103,45,75.63,7,3403.35,2018-01-29,3060,Shipped,Trucks and Buses,S32_3522,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium,07-98 9555,64
10113,23,68.52,1,1575.96,2018-03-26,3005,Shipped,Trucks and Buses,S32_3522,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,64
10126,26,62.7,7,1630.2,2018-05-28,2943,Shipped,Trucks and Buses,S32_3522,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small,(91) 555 22 82,64
10140,28,60.76,7,1701.28,2018-07-24,2887,Shipped,Trucks and Buses,S32_3522,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Small,6505556809,64
10150,49,58.18,4,2850.82,2018-09-19,2831,Shipped,Trucks and Buses,S32_3522,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,+65 221 7555,64
10164,49,54.94,5,2692.06,2018-10-21,2800,Resolved,Trucks and Buses,S32_3522,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel,Roland,Small,7675-3555,64
10175,29,74.98,12,2174.42,2018-11-06,2785,Shipped,Trucks and Buses,S32_3522,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Small,(171) 555-0297,64
10183,49,64.64,4,3167.36,2018-11-13,2779,Shipped,Trucks and Buses,S32_3522,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes,Francisca,Medium,2155554695,64
10194,39,54.94,7,2142.66,2018-11-25,2768,Shipped,Trucks and Buses,S32_3522,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Small,78.32.5555,64
10206,36,58.82,2,2117.52,2018-12-05,2759,Shipped,Trucks and Buses,S32_3522,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small,(604) 555-3392,64
10217,39,62.05,7,2419.95,2019-02-04,2699,Shipped,Trucks and Buses,S32_3522,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,+65 224 1555,64
10229,30,73.04,12,2191.2,2019-03-11,2665,Shipped,Trucks and Buses,S32_3522,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,64
10245,44,69.16,5,3043.04,2019-05-04,2612,Shipped,Trucks and Buses,S32_3522,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Medium,2035559545,64
10258,20,61.41,2,1228.2,2019-06-15,2571,Shipped,Trucks and Buses,S32_3522,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,+81 3 3584 0555,64
10270,21,63.35,5,1330.35,2019-07-19,2538,Shipped,Trucks and Buses,S32_3522,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,+61 2 9495 8555,64
10281,36,77.57,12,2792.52,2019-08-19,2508,Shipped,Trucks and Buses,S32_3522,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,2155551555,64
10291,32,71.75,7,2296.0,2019-09-08,2489,Shipped,Trucks and Buses,S32_3522,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Small,0695-34 6555,64
10304,36,73.04,2,2629.44,2019-10-11,2457,Shipped,Trucks and Buses,S32_3522,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Small,30.59.8555,64
10313,34,56.24,10,1912.16,2019-10-22,2447,Shipped,Trucks and Buses,S32_3522,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small,(604) 555-3392,64
10324,48,171.03,4,8209.44,2019-11-05,2434,Shipped,Trucks and Buses,S32_3522,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Large,2125551500,64
10348,31,101.29,5,3139.99,2019-11-01,2439,Shipped,Trucks and Buses,S32_3522,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Medium,(91) 555 22 82,64
10358,36,157.49,2,5669.64,2019-12-10,2401,Shipped,Trucks and Buses,S32_3522,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,64
10370,25,126.41,3,3160.25,2020-01-20,2361,Shipped,Trucks and Buses,S32_3522,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium,02 9936 8555,64
10382,48,141.66,8,6799.68,2020-02-17,2334,Shipped,Trucks and Buses,S32_3522,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,64
10411,27,69.16,5,1867.32,2020-05-01,2261,Shipped,Trucks and Buses,S32_3522,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Small,(514) 555-8054,64
10424,44,61.41,2,2702.04,2020-05-31,2232,In Process,Trucks and Buses,S32_3522,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,64
10106,33,72.92,5,2406.36,2018-02-17,3067,Shipped,Vintage Cars,S32_4289,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555,68
10120,29,72.23,11,2094.67,2018-04-29,2997,Shipped,Vintage Cars,S32_4289,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,03 9520 4555,68
10133,49,57.1,6,2797.9,2018-06-27,2939,Shipped,Vintage Cars,S32_4289,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,68
10144,20,81.86,1,1637.2,2018-08-13,2893,Shipped,Vintage Cars,S32_4289,Royale Belge,"Boulevard Tirou, 255",Charleroi,Belgium,Cartrain,Pascale,Small,(071) 23 67 2555,68
10168,31,73.61,12,2281.91,2018-10-28,2818,Shipped,Vintage Cars,S32_4289,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Small,6505556809,68
10210,39,59.16,10,2307.24,2019-01-12,2743,Shipped,Vintage Cars,S32_4289,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Small,+81 06 6342 5555,68
10223,20,66.04,12,1320.8,2019-02-20,2705,Shipped,Vintage Cars,S32_4289,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,03 9520 4555,68
10235,34,77.73,6,2642.82,2019-04-02,2665,Shipped,Vintage Cars,S32_4289,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Small,(604) 555-4555,68
10250,50,61.22,7,3061.0,2019-05-11,2627,Shipped,Vintage Cars,S32_4289,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Medium,4085553659,68
10262,40,79.11,2,3164.4,2019-06-24,2584,Cancelled,Vintage Cars,S32_4289,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,68
10275,28,63.97,12,1791.16,2019-07-23,2556,Shipped,Vintage Cars,S32_4289,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,40.67.8555,68
10284,50,81.86,4,4093.0,2019-08-21,2528,Shipped,Vintage Cars,S32_4289,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Medium,+47 2212 1555,68
10297,28,79.8,7,2234.4,2019-09-16,2503,Shipped,Vintage Cars,S32_4289,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Small,+353 1862 1555,68
10308,46,66.04,10,3037.84,2019-10-15,2475,Shipped,Vintage Cars,S32_4289,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Medium,9145554562,68
10316,24,59.16,2,1419.84,2019-11-01,2459,Shipped,Vintage Cars,S32_4289,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Small,(198) 555-8888,68
10328,24,81.17,5,1948.08,2019-11-12,2449,Shipped,Vintage Cars,S32_4289,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555,68
10340,39,59.16,3,2307.24,2019-11-24,2438,Shipped,Vintage Cars,S32_4289,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Small,(93) 203 4555,68
10353,40,44.51,7,1780.4,2019-12-04,2429,Shipped,Vintage Cars,S32_4289,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Small,2035554407,68
